,Name,Last modified,Size
544,02781099999.csv,2024-01-19 09:58,4.4M
545,02787099999.csv,2024-01-19 10:19,4.0M
546,02788099999.csv,2024-01-19 10:17,4.6M
547,02789099999.csv,2024-01-19 10:21,4.9M
548,02790099999.csv,2024-01-19 10:32,4.0M
549,02791099999.csv,2024-01-19 10:44,4.4M
550,02793099999.csv,2024-01-19 10:00,4.5M
551,02794099999.csv,2024-01-19 09:57,3.9M
552,02795099999.csv,2024-01-19 09:47,4.1M
553,02796099999.csv,2024-01-19 10:37,3.9M
554,02797099999.csv,2024-01-19 10:33,4.1M
555,02798099999.csv,2024-01-19 09:47,3.9M
556,02799099999.csv,2024-01-19 10:44,4.8M
557,02800099999.csv,2024-01-19 10:31,4.3M
558,02801099999.csv,2024-01-19 10:33,4.9M
559,02803099999.csv,2024-01-19 10:17,4.0M
560,02804099999.csv,2024-01-19 10:12,4.7M
561,02805099999.csv,2024-01-19 09:53,4.0M
562,02807099999.csv,2024-01-19 10:08,13M
563,02807599999.csv,2024-01-19 10:00,8.9M
564,02811099999.csv,2024-01-19 10:09,3.9M
565,02812099999.csv,2024-01-19 10:29,4.3M
566,02813099999.csv,2024-01-19 10:04,4.7M
567,02814099999.csv,2024-01-19 10:01,4.9M
568,02815099999.csv,2024-01-19 10:34,3.9M
569,02816099999.csv,2024-01-19 10:15,4.1M
570,02817099999.csv,2024-01-19 10:39,4.0M
571,02818099999.csv,2024-01-19 10:26,4.5M
572,02819099999.csv,2024-01-19 10:17,4.2M
573,02820099999.csv,2024-01-19 10:01,4.5M
574,02821099999.csv,2024-01-19 10:33,4.1M
575,02824099999.csv,2024-01-19 09:47,4.1M
576,02825099999.csv,2024-01-19 10:04,4.5M
577,02827099999.csv,2024-01-19 10:20,3.8M
578,02828099999.csv,2024-01-19 09:52,3.9M
579,02829099999.csv,2024-01-19 10:27,4.6M
580,02830099999.csv,2024-01-19 10:11,4.2M
581,02831099999.csv,2024-01-19 10:30,4.4M
582,02832099999.csv,2024-01-19 10:07,3.8M
583,02833099999.csv,2024-01-19 10:24,4.0M
584,02834099999.csv,2024-01-19 10:28,4.2M
585,02835099999.csv,2024-01-19 09:52,4.7M
586,02836099999.csv,2024-01-19 10:21,4.8M
587,02844099999.csv,2024-01-19 10:30,4.1M
588,02845099999.csv,2024-01-19 10:14,13M
589,02847099999.csv,2024-01-19 10:29,4.8M
590,02849099999.csv,2024-01-19 10:27,4.9M
591,02850099999.csv,2024-01-19 09:57,4.1M
592,02851099999.csv,2024-01-19 10:28,4.2M
593,02857099999.csv,2024-01-19 10:22,4.2M
594,02858099999.csv,2024-01-19 10:16,4.4M
595,02859099999.csv,2024-01-19 09:49,4.4M
596,02860099999.csv,2024-01-19 10:34,3.8M
597,02862099999.csv,2024-01-19 09:54,4.1M
598,02863099999.csv,2024-01-19 10:37,3.8M
599,02864099999.csv,2024-01-19 10:02,13M
600,02866099999.csv,2024-01-19 10:16,4.9M
601,02868099999.csv,2024-01-19 09:59,4.3M
602,02869099999.csv,2024-01-19 10:39,14M
603,02872099999.csv,2024-01-19 10:17,4.6M
604,02873099999.csv,2024-01-19 10:02,4.0M
605,02874099999.csv,2024-01-19 09:49,3.8M
606,02875099999.csv,2024-01-19 10:36,8.8M
607,02876099999.csv,2024-01-19 10:01,4.0M
608,02880099999.csv,2024-01-19 09:56,4.8M
609,02881099999.csv,2024-01-19 10:36,4.8M
610,02882099999.csv,2024-01-19 10:01,4.5M
611,02883099999.csv,2024-01-19 10:27,4.1M
612,02888099999.csv,2024-01-19 10:29,4.5M
613,02889099999.csv,2024-01-19 10:07,4.8M
614,02890099999.csv,2024-01-19 10:14,3.9M
615,02897099999.csv,2024-01-19 10:42,13M
616,02903099999.csv,2024-01-19 09:49,13M
617,02906099999.csv,2024-01-19 10:17,3.9M
618,02907099999.csv,2024-01-19 10:31,4.4M
619,02910099999.csv,2024-01-19 10:05,3.9M
620,02911099999.csv,2024-01-19 09:50,8.7M
621,02913099999.csv,2024-01-19 10:13,4.7M
622,02915099999.csv,2024-01-19 10:37,4.8M
623,02917099999.csv,2024-01-19 10:08,13M
624,02919099999.csv,2024-01-19 10:37,4.5M
625,02920099999.csv,2024-01-19 10:09,4.0M
626,02924099999.csv,2024-01-19 10:09,4.1M
627,02924599999.csv,2024-01-19 10:43,8.3M
628,02926099999.csv,2024-01-19 10:11,4.8M
629,02927099999.csv,2024-01-19 10:42,4.6M
630,02928099999.csv,2024-01-19 10:24,3.4M
631,02929099999.csv,2024-01-19 10:24,13M
632,02931099999.csv,2024-01-19 10:28,4.1M
633,02935099999.csv,2024-01-19 10:43,14M
634,02937099999.csv,2024-01-19 10:30,4.1M
635,02939099999.csv,2024-01-19 10:13,4.2M
636,02942099999.csv,2024-01-19 09:55,3.0M
637,02943099999.csv,2024-01-19 10:39,4.0M
638,02944099999.csv,2024-01-19 09:59,13M
639,02945099999.csv,2024-01-19 10:38,13M
640,02946099999.csv,2024-01-19 10:02,4.3M
641,02947099999.csv,2024-01-19 10:43,12M
642,02948099999.csv,2024-01-19 09:58,14M
643,02949099999.csv,2024-01-19 10:29,4.3M
644,02950099999.csv,2024-01-19 09:54,4.6M
645,02952099999.csv,2024-01-19 10:34,8.8M
646,02955099999.csv,2024-01-19 10:18,4.8M
647,02956099999.csv,2024-01-19 09:59,4.0M
648,02957099999.csv,2024-01-19 10:39,4.8M
649,02958099999.csv,2024-01-19 10:43,12M
650,02959099999.csv,2024-01-19 09:59,4.1M
651,02963099999.csv,2024-01-19 10:00,4.8M
652,02964099999.csv,2024-01-19 10:13,4.0M
653,02966099999.csv,2024-01-19 10:25,13M
654,02967099999.csv,2024-01-19 10:17,4.1M
655,02970099999.csv,2024-01-19 10:31,13M
656,02972099999.csv,2024-01-19 09:48,8.8M
657,02974099999.csv,2024-01-19 09:58,14M
658,02976099999.csv,2024-01-19 09:51,4.8M
659,02978099999.csv,2024-01-19 09:52,4.8M
660,02979099999.csv,2024-01-19 10:13,3.9M
661,02980099999.csv,2024-01-19 10:26,4.7M
662,02981099999.csv,2024-01-19 10:16,4.8M
663,02982099999.csv,2024-01-19 10:43,4.0M
664,02983099999.csv,2024-01-19 10:04,4.8M
665,02984099999.csv,2024-01-19 10:22,4.7M
666,02985199999.csv,2024-01-19 10:33,4.8M
667,02987099999.csv,2024-01-19 10:12,4.0M
668,02989099999.csv,2024-01-19 10:01,4.3M
669,02991099999.csv,2024-01-19 10:16,4.0M
670,02992099999.csv,2024-01-19 10:05,4.7M
671,02993099999.csv,2024-01-19 09:48,4.1M
672,02998099999.csv,2024-01-19 10:10,4.1M
673,03002099999.csv,2024-01-19 10:43,4.7M
674,03003099999.csv,2024-01-19 10:13,8.9M
675,03005099999.csv,2024-01-19 10:28,4.3M
676,03008099999.csv,2024-01-19 10:22,4.7M
677,03017099999.csv,2024-01-19 10:05,13M
678,03018099999.csv,2024-01-19 09:59,1.0M
679,03022099999.csv,2024-01-19 09:47,9.0M
680,03023099999.csv,2024-01-19 10:10,4.3M
681,03026099999.csv,2024-01-19 10:36,14M
682,03031099999.csv,2024-01-19 10:27,4.5M
683,03034099999.csv,2024-01-19 09:58,4.8M
684,03039099999.csv,2024-01-19 10:15,4.0M
685,03041099999.csv,2024-01-19 10:21,1.5M
686,03044099999.csv,2024-01-19 10:03,4.4M
687,03047099999.csv,2024-01-19 10:43,4.4M
688,03056099999.csv,2024-01-19 10:16,1.1M
689,03059099999.csv,2024-01-19 10:09,8.7M
690,03062099999.csv,2024-01-19 10:43,4.8M
691,03063099999.csv,2024-01-19 10:14,4.2M
692,03065099999.csv,2024-01-19 10:37,2.0M
693,03066099999.csv,2024-01-19 09:59,9.2M
694,03068099999.csv,2024-01-19 09:57,11M
695,03072099999.csv,2024-01-19 09:58,3.9M
696,03075099999.csv,2024-01-19 10:07,13M
697,03080099999.csv,2024-01-19 10:44,4.8M
698,03088099999.csv,2024-01-19 10:31,4.3M
699,03091099999.csv,2024-01-19 10:17,13M
700,03092099999.csv,2024-01-19 09:54,2.8M
701,03100099999.csv,2024-01-19 10:21,14M
702,03105099999.csv,2024-01-19 10:18,4.7M
703,03111099999.csv,2024-01-19 10:11,4.1M
704,03114099999.csv,2024-01-19 09:57,1.5M
705,03132099999.csv,2024-01-19 10:28,4.3M
706,03134099999.csv,2024-01-19 09:59,4.3M
707,03135099999.csv,2024-01-19 10:03,8.8M
708,03136099999.csv,2024-01-19 09:51,4.8M
709,03139499999.csv,2024-01-19 09:49,1.8M
710,03140099999.csv,2024-01-19 10:23,8.9M
711,03140199999.csv,2024-01-19 10:15,8.2M
712,03140299999.csv,2024-01-19 10:25,8.3M
713,03140399999.csv,2024-01-19 10:39,8.2M
714,03140599999.csv,2024-01-19 10:21,8.2M
715,03140699999.csv,2024-01-19 10:30,7.8M
716,03140799999.csv,2024-01-19 10:12,8.2M
717,03140899999.csv,2024-01-19 10:34,7.8M
718,03140999999.csv,2024-01-19 10:29,8.2M
719,03141299999.csv,2024-01-19 10:36,8.3M
720,03141399999.csv,2024-01-19 10:22,3.1M
721,03144099999.csv,2024-01-19 10:34,4.4M
722,03148099999.csv,2024-01-19 09:57,3.9M
723,03152099999.csv,2024-01-19 10:11,1.9M
724,03153099999.csv,2024-01-19 10:06,4.3M
725,03155099999.csv,2024-01-19 09:54,4.4M
726,03158099999.csv,2024-01-19 10:29,4.3M
727,03160099999.csv,2024-01-19 09:53,8.5M
728,03162099999.csv,2024-01-19 10:19,4.7M
729,03163499999.csv,2024-01-19 09:59,4.2M
730,03165099999.csv,2024-01-19 09:55,3.6M
731,03166099999.csv,2024-01-19 10:00,4.8M
732,03171099999.csv,2024-01-19 10:07,9.5M
733,03204099999.csv,2024-01-19 10:29,12M
734,03210099999.csv,2024-01-19 10:18,4.4M
735,03212099999.csv,2024-01-19 10:35,4.7M
736,03214099999.csv,2024-01-19 10:15,4.4M
737,03214599999.csv,2024-01-19 10:30,2.2M
738,03220099999.csv,2024-01-19 09:58,4.3M
739,03224099999.csv,2024-01-19 10:05,3.5M
740,03225099999.csv,2024-01-19 10:33,4.3M
741,03226099999.csv,2024-01-19 10:21,3.7M
742,03227099999.csv,2024-01-19 10:38,3.9M
743,03230099999.csv,2024-01-19 10:27,4.4M
744,03238099999.csv,2024-01-19 10:24,4.3M
745,03240099999.csv,2024-01-19 10:20,8.8M
746,03243399999.csv,2024-01-19 10:35,8.4M
747,03257099999.csv,2024-01-19 10:29,10M
748,03263599999.csv,2024-01-19 10:37,5.1M
749,03264399999.csv,2024-01-19 09:48,4.5M
750,03265099999.csv,2024-01-19 10:29,4.3M
751,03266099999.csv,2024-01-19 10:35,6.1M
752,03275099999.csv,2024-01-19 10:11,4.6M
753,03281099999.csv,2024-01-19 10:33,3.9M
754,03292099999.csv,2024-01-19 10:42,4.6M
755,03301099999.csv,2024-01-19 10:14,4.6M
756,03302099999.csv,2024-01-19 10:02,10M
757,03305099999.csv,2024-01-19 10:10,4.5M
758,03313099999.csv,2024-01-19 10:24,4.2M
759,03316099999.csv,2024-01-19 10:00,4.6M
760,03318099999.csv,2024-01-19 10:24,8.9M
761,03321099999.csv,2024-01-19 10:32,8.4M
762,03323399999.csv,2024-01-19 09:56,8.8M
763,03330099999.csv,2024-01-19 10:12,4.8M
764,03334099999.csv,2024-01-19 10:33,9.2M
765,03344099999.csv,2024-01-19 10:12,4.8M
766,03346099999.csv,2024-01-19 09:54,4.0M
767,03346399999.csv,2024-01-19 09:50,5.3M
768,03346599999.csv,2024-01-19 10:10,8.7M
769,03347599999.csv,2024-01-19 10:31,2.9M
770,03351099999.csv,2024-01-19 10:24,4.8M
771,03354099999.csv,2024-01-19 10:32,4.3M
772,03372399999.csv,2024-01-19 09:48,832K
773,03373099999.csv,2024-01-19 10:05,8.9M
774,03373599999.csv,2024-01-19 10:02,9.0M
775,03377099999.csv,2024-01-19 10:20,11M
776,03379099999.csv,2024-01-19 09:52,11M
777,03382099999.csv,2024-01-19 10:06,4.3M
778,03384099999.csv,2024-01-19 10:03,4.5M
779,03385099999.csv,2024-01-19 10:20,4.6M
780,03385199999.csv,2024-01-19 10:37,4.4M
781,03391099999.csv,2024-01-19 10:09,10M
782,03392099999.csv,2024-01-19 09:57,4.1M
783,03396199999.csv,2024-01-19 10:38,4.1M
784,03405099999.csv,2024-01-19 10:01,4.3M
785,03405499999.csv,2024-01-19 10:17,9.0M
786,03409099999.csv,2024-01-19 10:01,4.1M
787,03410099999.csv,2024-01-19 10:05,4.5M
788,03414099999.csv,2024-01-19 09:56,11M
789,03414599999.csv,2024-01-19 10:19,286K
790,03418599999.csv,2024-01-19 10:20,8.8M
791,03462099999.csv,2024-01-19 09:54,8.9M
792,03469099999.csv,2024-01-19 10:01,4.9M
793,03482099999.csv,2024-01-19 10:32,9.8M
794,03488099999.csv,2024-01-19 10:19,4.7M
795,03492099999.csv,2024-01-19 10:28,8.9M
796,03494099999.csv,2024-01-19 10:19,1.9M
797,03502099999.csv,2024-01-19 10:37,4.4M
798,03503099999.csv,2024-01-19 10:39,4.6M
799,03507099999.csv,2024-01-19 10:01,4.9M
800,03520099999.csv,2024-01-19 10:21,4.8M
801,03522099999.csv,2024-01-19 10:42,4.7M
802,03529099999.csv,2024-01-19 10:17,4.7M
803,03534099999.csv,2024-01-19 09:55,8.8M
804,03535099999.csv,2024-01-19 10:36,4.9M
805,03544099999.csv,2024-01-19 10:18,4.9M
806,03557399999.csv,2024-01-19 10:17,3.7M
807,03560099999.csv,2024-01-19 10:00,4.3M
808,03566199999.csv,2024-01-19 10:38,8.9M
809,03571599999.csv,2024-01-19 10:05,2.2M
810,03577035046.csv,2024-01-19 09:54,8.5M
811,03583035034.csv,2024-01-19 10:32,9.5M
812,03590099999.csv,2024-01-19 10:21,9.1M
813,03604099999.csv,2024-01-19 10:01,4.4M
814,03605099999.csv,2024-01-19 10:43,9.1M
815,03609099999.csv,2024-01-19 10:44,4.5M
816,03613099999.csv,2024-01-19 10:12,2.0M
817,03627099999.csv,2024-01-19 09:49,641K
818,03633399999.csv,2024-01-19 10:10,3.6M
819,03644099999.csv,2024-01-19 10:11,10M
820,03647099999.csv,2024-01-19 10:14,4.9M
821,03649099999.csv,2024-01-19 10:26,13M
822,03658099999.csv,2024-01-19 10:11,10M
823,03660099999.csv,2024-01-19 10:34,4.7M
824,03672099999.csv,2024-01-19 10:10,12M
825,03673399999.csv,2024-01-19 10:11,8.9M
826,03680099999.csv,2024-01-19 10:23,4.1M
827,03683099999.csv,2024-01-19 09:48,8.8M
828,03684099999.csv,2024-01-19 10:36,4.2M
829,03691399999.csv,2024-01-19 10:38,7.3M
830,03693099999.csv,2024-01-19 10:20,4.4M
831,03707099999.csv,2024-01-19 10:43,4.8M
832,03710099999.csv,2024-01-19 10:11,4.3M
833,03715099999.csv,2024-01-19 10:21,8.9M
834,03716099999.csv,2024-01-19 10:43,4.3M
835,03724399999.csv,2024-01-19 10:01,8.9M
836,03740099999.csv,2024-01-19 09:49,4.1M
837,03743099999.csv,2024-01-19 10:41,4.2M
838,03746099999.csv,2024-01-19 10:10,10M
839,03749099999.csv,2024-01-19 09:50,10M
840,03761099999.csv,2024-01-19 10:45,11M
841,03766399999.csv,2024-01-19 09:47,5.7M
842,03768099999.csv,2024-01-19 10:22,14M
843,03768399999.csv,2024-01-19 10:09,8.8M
844,03769099999.csv,2024-01-19 10:13,4.7M
845,03770099999.csv,2024-01-19 10:04,3.9M
846,03772099999.csv,2024-01-19 10:22,14M
847,03776099999.csv,2024-01-19 10:08,8.8M
848,03781099999.csv,2024-01-19 10:09,4.3M
849,03796099999.csv,2024-01-19 09:48,4.3M
850,03797035047.csv,2024-01-19 10:39,4.8M
851,03800099999.csv,2024-01-19 10:14,2.0M
852,03803099999.csv,2024-01-19 10:05,7.4M
853,03806099999.csv,2024-01-19 10:38,3.0M
854,03808099999.csv,2024-01-19 10:45,4.4M
855,03809099999.csv,2024-01-19 10:42,11M
856,03823099999.csv,2024-01-19 10:27,4.3M
857,03827099999.csv,2024-01-19 09:54,4.3M
858,03832199999.csv,2024-01-19 10:06,2.0M
859,03839099999.csv,2024-01-19 09:59,4.4M
860,03840099999.csv,2024-01-19 10:10,4.8M
861,03853099999.csv,2024-01-19 10:40,11M
862,03857099999.csv,2024-01-19 10:11,4.3M
863,03862099999.csv,2024-01-19 10:26,10M
864,03865099999.csv,2024-01-19 09:49,4.5M
865,03866099999.csv,2024-01-19 10:43,4.5M
866,03872099999.csv,2024-01-19 10:19,4.8M
867,03876099999.csv,2024-01-19 10:34,7.9M
868,03882099999.csv,2024-01-19 09:55,4.8M
869,03887399999.csv,2024-01-19 10:01,8.6M
870,03891599999.csv,2024-01-19 10:07,4.1M
871,03894099999.csv,2024-01-19 10:42,12M
872,03895099999.csv,2024-01-19 10:10,14M
873,03896099999.csv,2024-01-19 09:48,328K
874,03901099999.csv,2024-01-19 10:40,4.7M
875,03904099999.csv,2024-01-19 09:47,4.4M
876,03907099999.csv,2024-01-19 09:48,4.4M
877,03908499999.csv,2024-01-19 10:30,4.2M
878,03911099999.csv,2024-01-19 10:42,4.3M
879,03915099999.csv,2024-01-19 09:49,4.7M
880,03916099999.csv,2024-01-19 10:35,4.9M
881,03917099999.csv,2024-01-19 10:30,13M
882,03923099999.csv,2024-01-19 10:18,4.4M
883,03924099999.csv,2024-01-19 10:07,8.8M
884,03927099999.csv,2024-01-19 09:47,1.9M
885,03951099999.csv,2024-01-19 10:36,4.2M
886,03952099999.csv,2024-01-19 10:18,434K
887,03953099999.csv,2024-01-19 10:42,4.7M
888,03955099999.csv,2024-01-19 10:45,13M
889,03956099999.csv,2024-01-19 10:32,4.2M
890,03961099999.csv,2024-01-19 10:14,485K
891,03962099999.csv,2024-01-19 10:40,14M
892,03963099999.csv,2024-01-19 10:24,4.2M
893,03966099999.csv,2024-01-19 09:47,4.1M
894,03967099999.csv,2024-01-19 10:32,9.9M
895,03969099999.csv,2024-01-19 10:30,14M
896,03970099999.csv,2024-01-19 10:31,4.0M
897,03971099999.csv,2024-01-19 10:02,4.7M
898,03973099999.csv,2024-01-19 10:35,6.7M
899,03976099999.csv,2024-01-19 10:14,4.6M
900,03978099999.csv,2024-01-19 10:32,4.7M
901,03979099999.csv,2024-01-19 10:13,481K
902,03980099999.csv,2024-01-19 10:44,4.2M
903,04005099999.csv,2024-01-19 10:17,3.9M
904,04013099999.csv,2024-01-19 10:10,1.4M
905,04013199999.csv,2024-01-19 10:12,2.0M
906,04017099999.csv,2024-01-19 10:36,2.4M
907,04018016201.csv,2024-01-19 10:16,10M
908,04030099999.csv,2024-01-19 10:15,6.0M
909,04034099999.csv,2024-01-19 10:30,2.1M
910,04038099999.csv,2024-01-19 10:24,3.8M
911,04048099999.csv,2024-01-19 10:41,5.9M
912,04056099999.csv,2024-01-19 10:26,2.5M
913,04063099999.csv,2024-01-19 10:37,6.0M
914,04064099999.csv,2024-01-19 10:01,2.9M
915,04065099999.csv,2024-01-19 10:31,876K
916,04065599999.csv,2024-01-19 10:11,1.3M
917,04069099999.csv,2024-01-19 09:56,2.4M
918,04071099999.csv,2024-01-19 10:09,2.4M
919,04072099999.csv,2024-01-19 10:27,2.5M
920,04073099999.csv,2024-01-19 09:54,931K
921,04077099999.csv,2024-01-19 10:17,3.8M
922,04082099999.csv,2024-01-19 10:28,5.2M
923,04085099999.csv,2024-01-19 10:34,1.6M
924,04089099999.csv,2024-01-19 10:36,7.1M
925,04097099999.csv,2024-01-19 10:33,125K
926,04101099999.csv,2024-01-19 10:42,2.3M
927,04104099999.csv,2024-01-19 10:08,2.7M
928,04109099999.csv,2024-01-19 10:43,2.3M
929,04123099999.csv,2024-01-19 10:17,3.9M
930,04124099999.csv,2024-01-19 10:34,2.4M
931,04130099999.csv,2024-01-19 10:01,3.9M
932,04131099999.csv,2024-01-19 09:56,2.5M
933,04137099999.csv,2024-01-19 10:24,4.0M
934,04145099999.csv,2024-01-19 10:09,3.9M
935,04146099999.csv,2024-01-19 09:55,4.0M
936,04149099999.csv,2024-01-19 09:56,2.0M
937,04154099999.csv,2024-01-19 10:26,2.3M
938,04160099999.csv,2024-01-19 10:36,2.5M
939,04162099999.csv,2024-01-19 09:48,1.9M
940,04165099999.csv,2024-01-19 10:09,3.9M
941,04166099999.csv,2024-01-19 10:08,2.1M
942,04168099999.csv,2024-01-19 09:57,2.0M
943,04170099999.csv,2024-01-19 09:55,2.3M
944,04175099999.csv,2024-01-19 10:02,2.4M
945,04176099999.csv,2024-01-19 10:15,4.0M
946,04183099999.csv,2024-01-19 10:41,2.1M
947,04193099999.csv,2024-01-19 10:12,2.5M
948,04195099999.csv,2024-01-19 10:01,2.4M
949,04196099999.csv,2024-01-19 10:23,2.4M
950,04197099999.csv,2024-01-19 10:28,3.9M
951,04202099999.csv,2024-01-19 10:33,8.6M
952,04202199999.csv,2024-01-19 09:52,4.5M
953,04202299999.csv,2024-01-19 10:41,9.0M
954,04202399999.csv,2024-01-19 10:24,4.5M
955,04202499999.csv,2024-01-19 10:13,2.3M
956,04203099999.csv,2024-01-19 10:45,4.2M
957,04204099999.csv,2024-01-19 10:31,4.5M
958,04205099999.csv,2024-01-19 10:13,4.5M
959,04208099999.csv,2024-01-19 10:03,4.3M
960,04211099999.csv,2024-01-19 10:37,4.8M
961,04213099999.csv,2024-01-19 10:05,4.8K
962,04214099999.csv,2024-01-19 09:51,4.3M
963,04220099999.csv,2024-01-19 10:00,4.7M
964,04221099999.csv,2024-01-19 10:23,4.8K
965,04224099999.csv,2024-01-19 10:07,4.9K
966,04228099999.csv,2024-01-19 09:52,4.1M
967,04231099999.csv,2024-01-19 10:26,10M
968,04234099999.csv,2024-01-19 09:53,2.3M
969,04241099999.csv,2024-01-19 10:42,4.8K
970,04242099999.csv,2024-01-19 10:25,4.1M
971,04250099999.csv,2024-01-19 10:40,8.9M
972,04253099999.csv,2024-01-19 09:52,4.3M
973,04254099999.csv,2024-01-19 10:22,3.6K
974,04260599999.csv,2024-01-19 09:58,4.6M
975,04266099999.csv,2024-01-19 10:02,4.1M
976,04270099999.csv,2024-01-19 09:54,10M
977,04272099999.csv,2024-01-19 10:34,4.3M
978,04285099999.csv,2024-01-19 10:13,4.1M
979,04301099999.csv,2024-01-19 09:53,4.2M
980,04312099999.csv,2024-01-19 10:02,1.4M
981,04313099999.csv,2024-01-19 10:02,4.2M
982,04320099999.csv,2024-01-19 10:28,4.7M
983,04330099999.csv,2024-01-19 10:14,4.2M
984,04339099999.csv,2024-01-19 09:52,4.2M
985,04341099999.csv,2024-01-19 10:26,1.5M
986,04351099999.csv,2024-01-19 10:41,4.2M
987,04360099999.csv,2024-01-19 10:05,3.7M
988,04361099999.csv,2024-01-19 10:12,5.8M
989,04373099999.csv,2024-01-19 10:37,4.1M
990,04382099999.csv,2024-01-19 10:42,4.1M
991,04390099999.csv,2024-01-19 10:27,4.2M
992,06010099999.csv,2024-01-19 09:59,9.1M
993,06011099999.csv,2024-01-19 10:01,1.5M
994,06016099999.csv,2024-01-19 10:30,8.9M
995,06017099999.csv,2024-01-19 09:55,9.0M
996,06019099999.csv,2024-01-19 10:41,4.1M
997,06021099999.csv,2024-01-19 10:07,19K
998,06022199999.csv,2024-01-19 10:40,9.2M
999,06022299999.csv,2024-01-19 10:35,9.1M
1000,06022499999.csv,2024-01-19 10:14,9.1M
1001,06030099999.csv,2024-01-19 10:22,18M
1002,06031099999.csv,2024-01-19 10:09,4.1M
1003,06032099999.csv,2024-01-19 10:07,4.4M
1004,06033099999.csv,2024-01-19 10:21,30K
1005,06034099999.csv,2024-01-19 10:23,1.1M
1006,06041099999.csv,2024-01-19 10:08,4.6M
1007,06044099999.csv,2024-01-19 09:56,26K
1008,06049099999.csv,2024-01-19 10:10,4.5M
1009,06052099999.csv,2024-01-19 10:13,4.5M
1010,06056099999.csv,2024-01-19 10:22,4.4M
1011,06058099999.csv,2024-01-19 09:47,4.7M
1012,06060099999.csv,2024-01-19 09:54,18M
1013,06065099999.csv,2024-01-19 10:42,4.4M
1014,06066099999.csv,2024-01-19 10:22,1.6M
1015,06068099999.csv,2024-01-19 10:34,4.4M
1016,06070099999.csv,2024-01-19 10:39,13M
1017,06072099999.csv,2024-01-19 10:09,4.4M
1018,06073099999.csv,2024-01-19 09:55,4.4M
1019,06074099999.csv,2024-01-19 10:18,4.6M
1020,06079099999.csv,2024-01-19 10:38,4.5M
1021,06080099999.csv,2024-01-19 10:23,8.9M
1022,06081099999.csv,2024-01-19 10:24,4.4M
1023,06082099999.csv,2024-01-19 09:50,4.2M
1024,06093099999.csv,2024-01-19 10:33,4.3M
1025,06096099999.csv,2024-01-19 10:01,4.7M
1026,06099499999.csv,2024-01-19 10:25,40K
1027,06102099999.csv,2024-01-19 09:48,4.2M
1028,06104099999.csv,2024-01-19 10:29,13M
1029,06108099999.csv,2024-01-19 10:22,8.9M
1030,06109099999.csv,2024-01-19 09:58,4.2M
1031,06110099999.csv,2024-01-19 10:06,15M
1032,06118099999.csv,2024-01-19 09:54,8.9M
1033,06119099999.csv,2024-01-19 10:30,4.5M
1034,06120099999.csv,2024-01-19 10:27,7.0M
1035,06123099999.csv,2024-01-19 10:14,4.5M
1036,06124099999.csv,2024-01-19 10:18,4.5M
1037,06126099999.csv,2024-01-19 10:34,4.4M
1038,06135099999.csv,2024-01-19 10:09,4.7M
1039,06136099999.csv,2024-01-19 10:10,4.2M
1040,06138099999.csv,2024-01-19 09:58,4.3M
1041,06141099999.csv,2024-01-19 10:36,4.7M
1042,06147099999.csv,2024-01-19 10:07,4.5M
1043,06149099999.csv,2024-01-19 10:27,4.4M
1044,06151099999.csv,2024-01-19 09:51,4.3M
1045,06154099999.csv,2024-01-19 10:44,4.4M
1046,06155199999.csv,2024-01-19 09:59,8.6M
1047,06156099999.csv,2024-01-19 10:13,4.7M
1048,06159099999.csv,2024-01-19 10:02,4.4M
1049,06168099999.csv,2024-01-19 09:50,4.1M
1050,06169099999.csv,2024-01-19 10:39,4.4M
1051,06170099999.csv,2024-01-19 09:50,14M
1052,06174099999.csv,2024-01-19 09:54,4.5M
1053,06180099999.csv,2024-01-19 10:37,14M
1054,06181099999.csv,2024-01-19 10:39,4.4M
1055,06183099999.csv,2024-01-19 10:44,4.4M
1056,06188099999.csv,2024-01-19 10:17,4.7M
1057,06190099999.csv,2024-01-19 10:40,9.0M
1058,06193099999.csv,2024-01-19 10:24,4.6M
1059,06197099999.csv,2024-01-19 09:54,4.4M
1060,06201099999.csv,2024-01-19 10:13,14M
1061,06203099999.csv,2024-01-19 10:17,14M
1062,06204099999.csv,2024-01-19 10:43,13M
1063,06205099999.csv,2024-01-19 10:00,14M
1064,06207099999.csv,2024-01-19 10:18,14M
1065,06208099999.csv,2024-01-19 09:50,14M
1066,06209099999.csv,2024-01-19 09:52,4.0M
1067,06211099999.csv,2024-01-19 10:16,14M
1068,06212099999.csv,2024-01-19 09:59,14M
1069,06225099999.csv,2024-01-19 10:19,4.2M
1070,06229099999.csv,2024-01-19 10:40,4.0M
1071,06235099999.csv,2024-01-19 09:55,25M
1072,06239099999.csv,2024-01-19 09:52,14M
1073,06240099999.csv,2024-01-19 10:00,13M
1074,06242099999.csv,2024-01-19 10:02,25M
